Date,PX_LAST,FUT_AGGTE_VOL
10/18/13,138.2,284
10/17/13,139,418
10/16/13,140.5,906
10/15/13,140.85,470
10/14/13,141.5,526
10/11/13,140.95,203
10/10/13,138.45,941
10/9/13,139.25,196
10/8/13,138.95,305
10/7/13,138.25,110
10/4/13,137.75,339
10/3/13,139.2,387
10/2/13,138.5,374
10/1/13,137.45,354
9/30/13,137.2,502
9/27/13,136.95,644
9/26/13,139.1,545
9/25/13,141.25,729
9/24/13,142,298
9/23/13,140.9,499
9/20/13,134.55,514
9/19/13,134.55,488
9/18/13,133.5,589
9/17/13,133.5,1242
9/16/13,138.35,138
9/13/13,139,163
9/12/13,139.7,885
9/11/13,140.25,952
9/10/13,135.85,542
9/9/13,137.5,332
9/6/13,136.9,363
9/5/13,135.5,1312
9/4/13,135.45,242
9/3/13,135.85,414
9/2/13,134,161
8/30/13,133.8,1060
8/29/13,135.5,1045
8/28/13,137,695
8/27/13,135.35,231
8/26/13,137.95,526
8/23/13,136.4,569
8/22/13,136.45,532
8/21/13,136.8,741
8/20/13,138.6,903
8/19/13,142.55,824
8/16/13,144,794
8/15/13,145.95,1035
8/14/13,145.45,1638
8/13/13,144.45,860
8/12/13,148.5,486
8/9/13,148,1087
8/8/13,147.1,1719
8/7/13,144.8,1131
8/6/13,141.05,530
8/5/13,143.4,659
8/2/13,141,659
8/1/13,138,695
7/31/13,141.3,846
7/30/13,143.7,630
7/29/13,144.85,559
7/26/13,146.3,334
7/25/13,148.5,407
7/24/13,145,508
7/23/13,151,345
7/22/13,149.65,470
7/19/13,147.2,1074
7/18/13,151.9,1635
7/17/13,150.95,1542
7/16/13,148.6,966
7/15/13,145.95,499
7/12/13,142.6,626
7/11/13,146,776
7/10/13,145.15,425
7/8/13,147.55,299
7/5/13,145.45,483
7/4/13,145.05,110
7/3/13,146.1,532
7/2/13,149.2,695
7/1/13,146.1,335
6/28/13,145.7,346
