Dates,Import,Export,Production
2015-12-17,19740.394366197183,41397.248826291085,28005.78873239437
2015-12-18,19602.12676056338,41185.90140845071,27847.25352112676
2015-12-19,19463.859154929574,40974.55399061033,27688.718309859156
2015-12-20,19325.591549295772,40763.20657276996,27530.18309859155
2015-12-21,19187.323943661977,40551.85915492958,27371.647887323947
2015-12-22,19049.05633802817,40340.511737089204,27213.11267605634
2015-12-23,18910.78873239437,40129.16431924883,27054.577464788734
2015-12-24,18772.521126760563,39917.81690140845,26896.042253521126
2015-12-25,18634.25352112676,39706.46948356808,26737.50704225352
2015-12-26,18495.985915492958,39495.1220657277,26578.971830985916
2015-12-27,18357.718309859152,39283.77464788732,26420.43661971831
2015-12-28,18219.450704225354,39072.42723004695,26261.901408450703
2015-12-29,18081.183098591548,38861.079812206575,26103.3661971831
2015-12-30,17942.915492957745,38649.7323943662,25944.830985915494
2015-12-31,17804.647887323947,38438.38497652583,25786.29577464789
2016-01-01,17666.38028169014,38227.03755868544,25627.76056338028
2016-01-02,17528.11267605634,38015.69014084507,25469.225352112677
2016-01-03,17389.84507042254,37804.3427230047,25310.690140845076
2016-01-04,17251.577464788734,37592.99530516432,25152.154929577464
2016-01-05,17113.30985915493,37381.64788732395,24993.61971830986
2016-01-06,16975.042253521126,37170.30046948357,24835.084507042255
2016-01-07,16836.774647887323,36958.95305164319,24676.54929577465
2016-01-08,16698.507042253525,36747.60563380282,24518.014084507042
2016-01-09,16560.23943661972,36536.25821596244,24359.478873239437
2016-01-10,16421.971830985916,36324.91079812207,24200.943661971833
2016-01-11,16283.704225352112,36113.56338028169,24042.408450704224
2016-01-12,16145.43661971831,35902.21596244132,23883.87323943662
2016-01-13,16007.169014084508,35690.86854460094,23725.33802816902
2016-01-14,15868.901408450705,35479.52112676056,23566.802816901407
2016-01-15,15730.633802816903,35268.17370892019,23408.267605633802
2016-01-16,15592.366197183099,35056.826291079815,23249.732394366198
2016-01-17,15454.098591549295,34845.47887323944,23091.197183098593
2016-01-18,15315.830985915492,34634.13145539906,22932.66197183099
2016-01-19,15177.563380281692,34422.78403755869,22774.126760563384
2016-01-20,15039.295774647888,34211.43661971831,22615.591549295776
2016-01-21,14901.028169014086,34000.089201877934,22457.05633802817
2016-01-22,14762.760563380281,33788.74178403756,22298.521126760563
2016-01-23,14624.492957746477,33577.394366197186,22139.985915492958
2016-01-24,14486.225352112679,33366.04694835681,21981.450704225354
2016-01-25,14347.957746478874,33154.69953051643,21822.915492957745
2016-01-26,14209.69014084507,32943.35211267606,21664.38028169014
2016-01-27,14071.422535211268,32732.004694835683,21505.845070422536
2016-01-28,13933.154929577466,32520.65727699531,21347.30985915493
2016-01-29,13794.887323943662,32309.30985915493,21188.774647887327
2016-01-30,13656.61971830986,32097.962441314554,21030.23943661972
2016-01-31,13518.352112676057,31886.61502347418,20871.704225352114
2016-02-01,13380.084507042253,31675.267605633802,20713.169014084506
2016-02-02,13241.81690140845,31463.92018779343,20554.6338028169
2016-02-03,13103.549295774648,31252.572769953054,20396.098591549297
2016-02-04,12965.281690140846,31041.225352112677,20237.56338028169
2016-02-05,12827.014084507042,30829.8779342723,20079.028169014084
2016-02-06,12688.74647887324,30618.53051643192,19920.49295774648
2016-02-07,12550.478873239437,30407.18309859155,19761.957746478874
2016-02-08,12412.211267605633,30195.835680751177,19603.42253521127
2016-02-09,12273.943661971833,29984.4882629108,19444.88732394366
2016-02-10,12135.676056338029,29773.140845070426,19286.352112676057
2016-02-11,11997.408450704226,29561.79342723005,19127.816901408452
2016-02-12,11859.140845070422,29350.446009389674,18969.281690140844
2016-02-13,11720.87323943662,29139.098591549297,18810.74647887324
2016-02-14,11582.605633802817,28927.751173708923,18652.211267605635
2016-02-15,11444.338028169015,28716.403755868545,18493.676056338027
2016-02-16,11306.070422535213,28505.05633802817,18335.140845070426
2016-02-17,11167.802816901409,28293.708920187793,18176.605633802817
2016-02-18,11029.535211267605,28082.36150234742,18018.070422535213
2016-02-19,10891.267605633802,27871.014084507042,17859.535211267605
2016-02-20,10753.000000000002,27659.66666666667,17701.0
2016-02-21,10614.732394366198,27448.319248826294,17542.464788732395
2016-02-22,10476.464788732395,27236.971830985916,17383.92957746479
2016-02-23,10338.197183098591,27025.624413145542,17225.394366197186
2016-02-24,10199.929577464787,26814.276995305165,17066.859154929578
2016-02-25,10061.661971830988,26602.92957746479,16908.323943661973
2016-02-26,9923.394366197184,26391.582159624413,16749.78873239437
2016-02-27,9785.12676056338,26180.23474178404,16591.25352112676
2016-02-28,9646.859154929578,25968.887323943665,16432.718309859156
2016-02-29,9508.591549295774,25757.539906103288,16274.183098591548
2016-03-01,9370.323943661973,25546.19248826291,16115.647887323945
2016-03-02,9232.05633802817,25334.845070422536,15957.112676056338
2016-03-03,9093.788732394367,25123.49765258216,15798.577464788732
2016-03-04,8955.521126760563,24912.150234741785,15640.042253521127
2016-03-05,8817.253521126762,24700.80281690141,15481.507042253521
2016-03-06,8678.985915492958,24489.455399061037,15322.971830985916
2016-03-07,8540.718309859156,24278.10798122066,15164.436619718312
2016-03-08,8402.450704225352,24066.76056338028,15005.901408450703
2016-03-09,8264.18309859155,23855.413145539907,14847.366197183099
2016-03-10,8125.915492957746,23644.06572769953,14688.830985915494
2016-03-11,7987.647887323944,23432.718309859156,14530.295774647888
2016-03-12,7849.380281690141,23221.37089201878,14371.760563380281
2016-03-13,7711.112676056339,23010.023474178404,14213.225352112677
2016-03-14,7572.845070422535,22798.67605633803,14054.69014084507
2016-03-15,7434.577464788733,22587.328638497653,13896.154929577464
2016-03-16,7296.30985915493,22375.981220657275,13737.61971830986
2016-03-17,7158.042253521126,22164.6338028169,13579.084507042255
2016-03-18,7019.774647887324,21953.286384976527,13420.549295774648
2016-03-19,6881.507042253521,21741.93896713615,13262.014084507042
2016-03-20,6743.239436619719,21530.591549295776,13103.478873239437
2016-03-21,6604.971830985916,21319.2441314554,12944.943661971833
2016-03-22,6466.704225352113,21107.896713615024,12786.408450704228
2016-03-23,6328.43661971831,20896.549295774646,12627.87323943662
2016-03-24,6190.169014084507,20685.201877934272,12469.338028169013
2016-03-25,6051.901408450704,20473.8544600939,12310.802816901409
2016-03-26,5913.633802816901,20262.50704225352,12152.267605633802
2016-03-27,5775.366197183099,20051.159624413147,11993.732394366198
