Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
Japan,2014,Total,Female,24,Estimate - de jure,"Final figure, complete",2016,606000,"1,2,4"
Japan,2014,Total,Female,25,Estimate - de jure,"Final figure, complete",2016,620000,"1,2,4"
Japan,2014,Total,Female,25 - 29,Estimate - de jure,"Final figure, complete",2015,3298000,"1,2,4"
Japan,2014,Total,Female,26,Estimate - de jure,"Final figure, complete",2016,635000,"1,2,4"
Japan,2014,Total,Female,27,Estimate - de jure,"Final figure, complete",2016,651000,"1,2,4"
Japan,2014,Total,Female,28,Estimate - de jure,"Final figure, complete",2016,664000,"1,2,4"
Japan,2014,Total,Female,29,Estimate - de jure,"Final figure, complete",2016,694000,"1,2,4"
Japan,2014,Total,Female,30,Estimate - de jure,"Final figure, complete",2016,716000,"1,2,4"
Japan,2014,Total,Female,30 - 34,Estimate - de jure,"Final figure, complete",2015,3696000,"1,2,4"
Japan,2014,Total,Female,31,Estimate - de jure,"Final figure, complete",2016,725000,"1,2,4"
Japan,2014,Total,Female,32,Estimate - de jure,"Final figure, complete",2016,730000,"1,2,4"
Japan,2014,Total,Female,33,Estimate - de jure,"Final figure, complete",2016,738000,"1,2,4"
Japan,2014,Total,Female,34,Estimate - de jure,"Final figure, complete",2016,771000,"1,2,4"
Japan,2014,Total,Female,35,Estimate - de jure,"Final figure, complete",2016,790000,"1,2,4"
Japan,2014,Total,Female,35 - 39,Estimate - de jure,"Final figure, complete",2015,4329000,"1,2,4"
Japan,2014,Total,Female,36,Estimate - de jure,"Final figure, complete",2016,825000,"1,2,4"
Japan,2014,Total,Female,37,Estimate - de jure,"Final figure, complete",2016,846000,"1,2,4"
Japan,2014,Total,Female,38,Estimate - de jure,"Final figure, complete",2016,887000,"1,2,4"
Japan,2014,Total,Female,39,Estimate - de jure,"Final figure, complete",2016,928000,"1,2,4"
Japan,2014,Total,Female,40,Estimate - de jure,"Final figure, complete",2016,979000,"1,2,4"
Japan,2014,Total,Female,40 - 44,Estimate - de jure,"Final figure, complete",2015,4814000,"1,2,4"
Japan,2014,Total,Female,41,Estimate - de jure,"Final figure, complete",2016,998000,"1,2,4"
Japan,2014,Total,Female,42,Estimate - de jure,"Final figure, complete",2016,977000,"1,2,4"
Japan,2014,Total,Female,43,Estimate - de jure,"Final figure, complete",2016,955000,"1,2,4"
Japan,2014,Total,Female,44,Estimate - de jure,"Final figure, complete",2016,928000,"1,2,4"
Japan,2014,Total,Female,45,Estimate - de jure,"Final figure, complete",2016,917000,"1,2,4"
Japan,2014,Total,Female,45 - 49,Estimate - de jure,"Final figure, complete",2015,4260000,"1,2,4"
Japan,2014,Total,Female,46,Estimate - de jure,"Final figure, complete",2016,898000,"1,2,4"
Japan,2014,Total,Female,47,Estimate - de jure,"Final figure, complete",2016,894000,"1,2,4"
Japan,2014,Total,Female,48,Estimate - de jure,"Final figure, complete",2016,702000,"1,2,4"
Japan,2014,Total,Female,49,Estimate - de jure,"Final figure, complete",2016,867000,"1,2,4"
Japan,2014,Total,Female,50,Estimate - de jure,"Final figure, complete",2016,810000,"1,2,4"
Japan,2014,Total,Female,50 - 54,Estimate - de jure,"Final figure, complete",2015,3866000,"1,2,4"
Japan,2014,Total,Female,51,Estimate - de jure,"Final figure, complete",2016,793000,"1,2,4"
Japan,2014,Total,Female,52,Estimate - de jure,"Final figure, complete",2016,767000,"1,2,4"
Japan,2014,Total,Female,53,Estimate - de jure,"Final figure, complete",2016,755000,"1,2,4"
Japan,2014,Total,Female,54,Estimate - de jure,"Final figure, complete",2016,762000,"1,2,4"
Japan,2014,Total,Female,55,Estimate - de jure,"Final figure, complete",2016,777000,"1,2,4"
Japan,2014,Total,Female,55 - 59,Estimate - de jure,"Final figure, complete",2015,3871000,"1,2,4"
Japan,2014,Total,Female,56,Estimate - de jure,"Final figure, complete",2016,759000,"1,2,4"
Japan,2014,Total,Female,57,Estimate - de jure,"Final figure, complete",2016,738000,"1,2,4"
Japan,2014,Total,Female,58,Estimate - de jure,"Final figure, complete",2016,776000,"1,2,4"
Japan,2014,Total,Female,59,Estimate - de jure,"Final figure, complete",2016,803000,"1,2,4"
Japan,2014,Total,Female,60,Estimate - de jure,"Final figure, complete",2016,805000,"1,2,4"
Japan,2014,Total,Female,60 - 64,Estimate - de jure,"Final figure, complete",2015,4657000,"1,2,4"
Japan,2014,Total,Female,61,Estimate - de jure,"Final figure, complete",2016,859000,"1,2,4"
Japan,2014,Total,Female,62,Estimate - de jure,"Final figure, complete",2016,908000,"1,2,4"
Japan,2014,Total,Female,63,Estimate - de jure,"Final figure, complete",2016,963000,"1,2,4"
Japan,2014,Total,Female,64,Estimate - de jure,"Final figure, complete",2016,1038000,"1,2,4"
Japan,2014,Total,Female,65,Estimate - de jure,"Final figure, complete",2016,1137000,"1,2,4"
Japan,2014,Total,Female,65 - 69,Estimate - de jure,"Final figure, complete",2015,4665000,"1,2,4"
Japan,2014,Total,Female,66,Estimate - de jure,"Final figure, complete",2016,1130000,"1,2,4"
Japan,2014,Total,Female,67,Estimate - de jure,"Final figure, complete",2016,1073000,"1,2,4"
Japan,2014,Total,Female,68,Estimate - de jure,"Final figure, complete",2016,674000,"1,2,4"
Japan,2014,Total,Female,69,Estimate - de jure,"Final figure, complete",2016,727000,"1,2,4"
Japan,2014,Total,Female,70,Estimate - de jure,"Final figure, complete",2016,886000,"1,2,4"
Japan,2014,Total,Female,70 - 74,Estimate - de jure,"Final figure, complete",2015,4212000,"1,2,4"
Japan,2014,Total,Female,71,Estimate - de jure,"Final figure, complete",2016,856000,"1,2,4"
Japan,2014,Total,Female,72,Estimate - de jure,"Final figure, complete",2016,877000,"1,2,4"
Japan,2014,Total,Female,73,Estimate - de jure,"Final figure, complete",2016,850000,"1,2,4"
Japan,2014,Total,Female,74,Estimate - de jure,"Final figure, complete",2016,770000,"1,2,4"
Japan,2014,Total,Female,75,Estimate - de jure,"Final figure, complete",2016,668000,"1,2,4"
Japan,2014,Total,Female,75 - 79,Estimate - de jure,"Final figure, complete",2015,3499000,"1,2,4"
Japan,2014,Total,Female,76,Estimate - de jure,"Final figure, complete",2016,711000,"1,2,4"
Japan,2014,Total,Female,77,Estimate - de jure,"Final figure, complete",2016,724000,"1,2,4"
Japan,2014,Total,Female,78,Estimate - de jure,"Final figure, complete",2016,718000,"1,2,4"
Japan,2014,Total,Female,79,Estimate - de jure,"Final figure, complete",2016,681000,"1,2,4"
Japan,2014,Total,Female,80,Estimate - de jure,"Final figure, complete",2016,634000,"1,2,4"
Japan,2014,Total,Female,80 - 84,Estimate - de jure,"Final figure, complete",2015,2911000,"1,2,4"
Japan,2014,Total,Female,81,Estimate - de jure,"Final figure, complete",2016,625000,"1,2,4"
Japan,2014,Total,Female,82,Estimate - de jure,"Final figure, complete",2016,595000,"1,2,4"
Japan,2014,Total,Female,83,Estimate - de jure,"Final figure, complete",2016,558000,"1,2,4"
Japan,2014,Total,Female,84,Estimate - de jure,"Final figure, complete",2016,514000,"1,2,4"
Japan,2014,Total,Female,85,Estimate - de jure,"Final figure, complete",2016,482000,"1,2,4"
Japan,2014,Total,Female,85 - 89,Estimate - de jure,"Final figure, complete",2015,2019000,"1,2,4"
Japan,2014,Total,Female,86,Estimate - de jure,"Final figure, complete",2016,445000,"1,2,4"
Japan,2014,Total,Female,87,Estimate - de jure,"Final figure, complete",2016,408000,"1,2,4"
Japan,2014,Total,Female,88,Estimate - de jure,"Final figure, complete",2016,376000,"1,2,4"
Japan,2014,Total,Female,89,Estimate - de jure,"Final figure, complete",2016,323000,"1,2,4"
Japan,2014,Total,Female,90,Estimate - de jure,"Final figure, complete",2016,270000,"1,2,4"
Japan,2014,Total,Female,90 - 94,Estimate - de jure,"Final figure, complete",2015,978000,"1,2,4"
Japan,2014,Total,Female,91,Estimate - de jure,"Final figure, complete",2016,232000,"1,2,4"
Japan,2014,Total,Female,92,Estimate - de jure,"Final figure, complete",2016,195000,"1,2,4"
Japan,2014,Total,Female,93,Estimate - de jure,"Final figure, complete",2016,160000,"1,2,4"
Japan,2014,Total,Female,94,Estimate - de jure,"Final figure, complete",2016,136000,"1,2,4"
Japan,2014,Total,Female,95,Estimate - de jure,"Final figure, complete",2016,89000,"1,2,4"
Japan,2014,Total,Female,95 - 99,Estimate - de jure,"Final figure, complete",2015,291000,"1,2,4"
Japan,2014,Total,Female,96,Estimate - de jure,"Final figure, complete",2016,73000,"1,2,4"
Japan,2014,Total,Female,97,Estimate - de jure,"Final figure, complete",2016,56000,"1,2,4"
Japan,2014,Total,Female,98,Estimate - de jure,"Final figure, complete",2016,44000,"1,2,4"
Japan,2014,Total,Female,99,Estimate - de jure,"Final figure, complete",2016,27000,"1,2,4"
Japan,2014,Total,Female,100 +,Estimate - de jure,"Final figure, complete",2016,52000,"1,2,4"
Japan,2014,Total,Female,100 +,Estimate - de jure,"Final figure, complete",2015,52000,"1,2,4"
Japan,2013,Total,Both Sexes,Total,Estimate - de jure,"Final figure, complete",2014,127339000,"1,2,4"
Japan,2013,Total,Both Sexes,0,Estimate - de jure,"Final figure, complete",2015,1042000,"1,2,4"
Japan,2013,Total,Both Sexes,0 - 4,Estimate - de jure,"Final figure, complete",2014,5243000,"1,2,4"
Japan,2013,Total,Both Sexes,1,Estimate - de jure,"Final figure, complete",2015,1042000,"1,2,4"
Japan,2013,Total,Both Sexes,2,Estimate - de jure,"Final figure, complete",2015,1067000,"1,2,4"
Japan,2013,Total,Both Sexes,3,Estimate - de jure,"Final figure, complete",2015,1044000,"1,2,4"
Japan,2013,Total,Both Sexes,4,Estimate - de jure,"Final figure, complete",2015,1044000,"1,2,4"
Japan,2013,Total,Both Sexes,5,Estimate - de jure,"Final figure, complete",2015,1073000,"1,2,4"
Japan,2013,Total,Both Sexes,9-May,Estimate - de jure,"Final figure, complete",2014,5380000,"1,2,4"
Japan,2013,Total,Both Sexes,6,Estimate - de jure,"Final figure, complete",2015,1069000,"1,2,4"
Japan,2013,Total,Both Sexes,7,Estimate - de jure,"Final figure, complete",2015,1061000,"1,2,4"
Japan,2013,Total,Both Sexes,8,Estimate - de jure,"Final figure, complete",2015,1059000,"1,2,4"
Japan,2013,Total,Both Sexes,9,Estimate - de jure,"Final figure, complete",2015,1099000,"1,2,4"
Japan,2013,Total,Both Sexes,10,Estimate - de jure,"Final figure, complete",2015,1118000,"1,2,4"
Japan,2013,Total,Both Sexes,14-Oct,Estimate - de jure,"Final figure, complete",2014,5821000,"1,2,4"
Japan,2013,Total,Both Sexes,11,Estimate - de jure,"Final figure, complete",2015,1149000,"1,2,4"
Japan,2013,Total,Both Sexes,12,Estimate - de jure,"Final figure, complete",2015,1166000,"1,2,4"
Japan,2013,Total,Both Sexes,13,Estimate - de jure,"Final figure, complete",2015,1177000,"1,2,4"
Japan,2013,Total,Both Sexes,14,Estimate - de jure,"Final figure, complete",2015,1179000,"1,2,4"
Japan,2013,Total,Both Sexes,15,Estimate - de jure,"Final figure, complete",2015,1198000,"1,2,4"
Japan,2013,Total,Both Sexes,15 - 19,Estimate - de jure,"Final figure, complete",2014,6049000,"1,2,4"
Japan,2013,Total,Both Sexes,16,Estimate - de jure,"Final figure, complete",2015,1193000,"1,2,4"
Japan,2013,Total,Both Sexes,17,Estimate - de jure,"Final figure, complete",2015,1186000,"1,2,4"
Japan,2013,Total,Both Sexes,18,Estimate - de jure,"Final figure, complete",2015,1229000,"1,2,4"
Japan,2013,Total,Both Sexes,19,Estimate - de jure,"Final figure, complete",2015,1241000,"1,2,4"
Japan,2013,Total,Both Sexes,20,Estimate - de jure,"Final figure, complete",2015,1221000,"1,2,4"
Japan,2013,Total,Both Sexes,20 - 24,Estimate - de jure,"Final figure, complete",2014,6239000,"1,2,4"
Japan,2013,Total,Both Sexes,21,Estimate - de jure,"Final figure, complete",2015,1238000,"1,2,4"
Japan,2013,Total,Both Sexes,22,Estimate - de jure,"Final figure, complete",2015,1228000,"1,2,4"
Japan,2013,Total,Both Sexes,23,Estimate - de jure,"Final figure, complete",2015,1246000,"1,2,4"
Japan,2013,Total,Both Sexes,24,Estimate - de jure,"Final figure, complete",2015,1272000,"1,2,4"
Japan,2013,Total,Both Sexes,25,Estimate - de jure,"Final figure, complete",2015,1304000,"1,2,4"
Japan,2013,Total,Both Sexes,25 - 29,Estimate - de jure,"Final figure, complete",2014,6914000,"1,2,4"
Japan,2013,Total,Both Sexes,26,Estimate - de jure,"Final figure, complete",2015,1334000,"1,2,4"
Japan,2013,Total,Both Sexes,27,Estimate - de jure,"Final figure, complete",2015,1360000,"1,2,4"
Japan,2013,Total,Both Sexes,28,Estimate - de jure,"Final figure, complete",2015,1414000,"1,2,4"
Japan,2013,Total,Both Sexes,29,Estimate - de jure,"Final figure, complete",2015,1458000,"1,2,4"
Japan,2013,Total,Both Sexes,30,Estimate - de jure,"Final figure, complete",2015,1475000,"1,2,4"
Japan,2013,Total,Both Sexes,30 - 34,Estimate - de jure,"Final figure, complete",2014,7672000,"1,2,4"
Japan,2013,Total,Both Sexes,31,Estimate - de jure,"Final figure, complete",2015,1480000,"1,2,4"
Japan,2013,Total,Both Sexes,32,Estimate - de jure,"Final figure, complete",2015,1498000,"1,2,4"
Japan,2013,Total,Both Sexes,33,Estimate - de jure,"Final figure, complete",2015,1565000,"1,2,4"
Japan,2013,Total,Both Sexes,34,Estimate - de jure,"Final figure, complete",2015,1605000,"1,2,4"
Japan,2013,Total,Both Sexes,35,Estimate - de jure,"Final figure, complete",2015,1674000,"1,2,4"
Japan,2013,Total,Both Sexes,35 - 39,Estimate - de jure,"Final figure, complete",2014,9150000,"1,2,4"
Japan,2013,Total,Both Sexes,36,Estimate - de jure,"Final figure, complete",2015,1715000,"1,2,4"
Japan,2013,Total,Both Sexes,37,Estimate - de jure,"Final figure, complete",2015,1801000,"1,2,4"
Japan,2013,Total,Both Sexes,38,Estimate - de jure,"Final figure, complete",2015,1884000,"1,2,4"
Japan,2013,Total,Both Sexes,39,Estimate - de jure,"Final figure, complete",2015,1986000,"1,2,4"
Japan,2013,Total,Both Sexes,40,Estimate - de jure,"Final figure, complete",2015,2022000,"1,2,4"
Japan,2013,Total,Both Sexes,40 - 44,Estimate - de jure,"Final figure, complete",2014,9616000,"1,2,4"
Japan,2013,Total,Both Sexes,41,Estimate - de jure,"Final figure, complete",2015,1983000,"1,2,4"
Japan,2013,Total,Both Sexes,42,Estimate - de jure,"Final figure, complete",2015,1933000,"1,2,4"
Japan,2013,Total,Both Sexes,43,Estimate - de jure,"Final figure, complete",2015,1879000,"1,2,4"
Japan,2013,Total,Both Sexes,44,Estimate - de jure,"Final figure, complete",2015,1850000,"1,2,4"
Japan,2013,Total,Both Sexes,45,Estimate - de jure,"Final figure, complete",2015,1811000,"1,2,4"
Japan,2013,Total,Both Sexes,45 - 49,Estimate - de jure,"Final figure, complete",2014,8331000,"1,2,4"
Japan,2013,Total,Both Sexes,46,Estimate - de jure,"Final figure, complete",2015,1805000,"1,2,4"
Japan,2013,Total,Both Sexes,47,Estimate - de jure,"Final figure, complete",2015,1412000,"1,2,4"
Japan,2013,Total,Both Sexes,48,Estimate - de jure,"Final figure, complete",2015,1746000,"1,2,4"
Japan,2013,Total,Both Sexes,49,Estimate - de jure,"Final figure, complete",2015,1633000,"1,2,4"
Japan,2013,Total,Both Sexes,50,Estimate - de jure,"Final figure, complete",2015,1594000,"1,2,4"
Japan,2013,Total,Both Sexes,50 - 54,Estimate - de jure,"Final figure, complete",2014,7718000,"1,2,4"
Japan,2013,Total,Both Sexes,51,Estimate - de jure,"Final figure, complete",2015,1541000,"1,2,4"
Japan,2013,Total,Both Sexes,52,Estimate - de jure,"Final figure, complete",2015,1516000,"1,2,4"
Japan,2013,Total,Both Sexes,53,Estimate - de jure,"Final figure, complete",2015,1528000,"1,2,4"
Japan,2013,Total,Both Sexes,54,Estimate - de jure,"Final figure, complete",2015,1555000,"1,2,4"
Japan,2013,Total,Both Sexes,55,Estimate - de jure,"Final figure, complete",2015,1514000,"1,2,4"
Japan,2013,Total,Both Sexes,55 - 59,Estimate - de jure,"Final figure, complete",2014,7773000,"1,2,4"
Japan,2013,Total,Both Sexes,56,Estimate - de jure,"Final figure, complete",2015,1472000,"1,2,4"
Japan,2013,Total,Both Sexes,57,Estimate - de jure,"Final figure, complete",2015,1546000,"1,2,4"
Japan,2013,Total,Both Sexes,58,Estimate - de jure,"Final figure, complete",2015,1599000,"1,2,4"
Japan,2013,Total,Both Sexes,59,Estimate - de jure,"Final figure, complete",2015,1600000,"1,2,4"
Japan,2013,Total,Both Sexes,60,Estimate - de jure,"Final figure, complete",2015,1700000,"1,2,4"
Japan,2013,Total,Both Sexes,60 - 64,Estimate - de jure,"Final figure, complete",2014,9797000,"1,2,4"
Japan,2013,Total,Both Sexes,61,Estimate - de jure,"Final figure, complete",2015,1793000,"1,2,4"
Japan,2013,Total,Both Sexes,62,Estimate - de jure,"Final figure, complete",2015,1900000,"1,2,4"
Japan,2013,Total,Both Sexes,63,Estimate - de jure,"Final figure, complete",2015,2042000,"1,2,4"
Japan,2013,Total,Both Sexes,64,Estimate - de jure,"Final figure, complete",2015,2231000,"1,2,4"
Japan,2013,Total,Both Sexes,65,Estimate - de jure,"Final figure, complete",2015,2210000,"1,2,4"
Japan,2013,Total,Both Sexes,65 - 69,Estimate - de jure,"Final figure, complete",2014,8610000,"1,2,4"
Japan,2013,Total,Both Sexes,66,Estimate - de jure,"Final figure, complete",2015,2096000,"1,2,4"
Japan,2013,Total,Both Sexes,67,Estimate - de jure,"Final figure, complete",2015,1306000,"1,2,4"
Japan,2013,Total,Both Sexes,68,Estimate - de jure,"Final figure, complete",2015,1396000,"1,2,4"
Japan,2013,Total,Both Sexes,69,Estimate - de jure,"Final figure, complete",2015,1692000,"1,2,4"
Japan,2013,Total,Both Sexes,70,Estimate - de jure,"Final figure, complete",2015,1631000,"1,2,4"
Japan,2013,Total,Both Sexes,70 - 74,Estimate - de jure,"Final figure, complete",2014,7479000,"1,2,4"
Japan,2013,Total,Both Sexes,71,Estimate - de jure,"Final figure, complete",2015,1665000,"1,2,4"
Japan,2013,Total,Both Sexes,72,Estimate - de jure,"Final figure, complete",2015,1608000,"1,2,4"
Japan,2013,Total,Both Sexes,73,Estimate - de jure,"Final figure, complete",2015,1447000,"1,2,4"
Japan,2013,Total,Both Sexes,74,Estimate - de jure,"Final figure, complete",2015,1247000,"1,2,4"
Japan,2013,Total,Both Sexes,75,Estimate - de jure,"Final figure, complete",2015,1315000,"1,2,4"
Japan,2013,Total,Both Sexes,75 - 79,Estimate - de jure,"Final figure, complete",2014,6312000,"1,2,4"
Japan,2013,Total,Both Sexes,76,Estimate - de jure,"Final figure, complete",2015,1329000,"1,2,4"
Japan,2013,Total,Both Sexes,77,Estimate - de jure,"Final figure, complete",2015,1307000,"1,2,4"
Japan,2013,Total,Both Sexes,78,Estimate - de jure,"Final figure, complete",2015,1224000,"1,2,4"
Japan,2013,Total,Both Sexes,79,Estimate - de jure,"Final figure, complete",2015,1127000,"1,2,4"
Japan,2013,Total,Both Sexes,80,Estimate - de jure,"Final figure, complete",2015,1096000,"1,2,4"
Japan,2013,Total,Both Sexes,80 - 84,Estimate - de jure,"Final figure, complete",2014,4747000,"1,2,4"
Japan,2013,Total,Both Sexes,81,Estimate - de jure,"Final figure, complete",2015,1035000,"1,2,4"
Japan,2013,Total,Both Sexes,82,Estimate - de jure,"Final figure, complete",2015,957000,"1,2,4"
Japan,2013,Total,Both Sexes,83,Estimate - de jure,"Final figure, complete",2015,870000,"1,2,4"
Japan,2013,Total,Both Sexes,84,Estimate - de jure,"Final figure, complete",2015,804000,"1,2,4"
Japan,2013,Total,Both Sexes,85,Estimate - de jure,"Final figure, complete",2015,735000,"1,2,4"
Japan,2013,Total,Both Sexes,85 +,Estimate - de jure,"Final figure, complete",2014,4486000,"1,2,4"
Japan,2013,Total,Both Sexes,86,Estimate - de jure,"Final figure, complete",2015,664000,"1,2,4"
Japan,2013,Total,Both Sexes,87,Estimate - de jure,"Final figure, complete",2015,602000,"1,2,4"
Japan,2013,Total,Both Sexes,88,Estimate - de jure,"Final figure, complete",2015,507000,"1,2,4"
Japan,2013,Total,Both Sexes,89,Estimate - de jure,"Final figure, complete",2015,417000,"1,2,4"
Japan,2013,Total,Both Sexes,90,Estimate - de jure,"Final figure, complete",2015,348000,"1,2,4"
Japan,2013,Total,Both Sexes,91,Estimate - de jure,"Final figure, complete",2015,291000,"1,2,4"
Japan,2013,Total,Both Sexes,92,Estimate - de jure,"Final figure, complete",2015,238000,"1,2,4"
Japan,2013,Total,Both Sexes,93,Estimate - de jure,"Final figure, complete",2015,204000,"1,2,4"
Japan,2013,Total,Both Sexes,94,Estimate - de jure,"Final figure, complete",2015,134000,"1,2,4"
Japan,2013,Total,Both Sexes,95,Estimate - de jure,"Final figure, complete",2015,111000,"1,2,4"
Japan,2013,Total,Both Sexes,96,Estimate - de jure,"Final figure, complete",2015,87000,"1,2,4"
Japan,2013,Total,Both Sexes,97,Estimate - de jure,"Final figure, complete",2015,67000,"1,2,4"
Japan,2013,Total,Both Sexes,98,Estimate - de jure,"Final figure, complete",2015,44000,"1,2,4"
Japan,2013,Total,Both Sexes,99,Estimate - de jure,"Final figure, complete",2015,33000,"1,2,4"
Japan,2013,Total,Male,Total,Estimate - de jure,"Final figure, complete",2014,61918000,"1,2,4"
Japan,2013,Total,Male,0,Estimate - de jure,"Final figure, complete",2015,534000,"1,2,4"
Japan,2013,Total,Male,0 - 4,Estimate - de jure,"Final figure, complete",2014,2686000,"1,2,4"
Japan,2013,Total,Male,1,Estimate - de jure,"Final figure, complete",2015,534000,"1,2,4"
Japan,2013,Total,Male,2,Estimate - de jure,"Final figure, complete",2015,548000,"1,2,4"
Japan,2013,Total,Male,3,Estimate - de jure,"Final figure, complete",2015,534000,"1,2,4"
Japan,2013,Total,Male,4,Estimate - de jure,"Final figure, complete",2015,534000,"1,2,4"
Japan,2013,Total,Male,5,Estimate - de jure,"Final figure, complete",2015,549000,"1,2,4"
Japan,2013,Total,Male,9-May,Estimate - de jure,"Final figure, complete",2014,2753000,"1,2,4"
Japan,2013,Total,Male,6,Estimate - de jure,"Final figure, complete",2015,547000,"1,2,4"
Japan,2013,Total,Male,7,Estimate - de jure,"Final figure, complete",2015,543000,"1,2,4"
Japan,2013,Total,Male,8,Estimate - de jure,"Final figure, complete",2015,542000,"1,2,4"
Japan,2013,Total,Male,9,Estimate - de jure,"Final figure, complete",2015,562000,"1,2,4"
Japan,2013,Total,Male,10,Estimate - de jure,"Final figure, complete",2015,573000,"1,2,4"
Japan,2013,Total,Male,14-Oct,Estimate - de jure,"Final figure, complete",2014,2983000,"1,2,4"
Japan,2013,Total,Male,11,Estimate - de jure,"Final figure, complete",2015,589000,"1,2,4"
Japan,2013,Total,Male,12,Estimate - de jure,"Final figure, complete",2015,597000,"1,2,4"
Japan,2013,Total,Male,13,Estimate - de jure,"Final figure, complete",2015,604000,"1,2,4"
Japan,2013,Total,Male,14,Estimate - de jure,"Final figure, complete",2015,604000,"1,2,4"
Japan,2013,Total,Male,15,Estimate - de jure,"Final figure, complete",2015,613000,"1,2,4"
Japan,2013,Total,Male,15 - 19,Estimate - de jure,"Final figure, complete",2014,3099000,"1,2,4"
Japan,2013,Total,Male,16,Estimate - de jure,"Final figure, complete",2015,610000,"1,2,4"
Japan,2013,Total,Male,17,Estimate - de jure,"Final figure, complete",2015,608000,"1,2,4"
Japan,2013,Total,Male,18,Estimate - de jure,"Final figure, complete",2015,630000,"1,2,4"
Japan,2013,Total,Male,19,Estimate - de jure,"Final figure, complete",2015,637000,"1,2,4"
Japan,2013,Total,Male,20,Estimate - de jure,"Final figure, complete",2015,626000,"1,2,4"
Japan,2013,Total,Male,20 - 24,Estimate - de jure,"Final figure, complete",2014,3197000,"1,2,4"
Japan,2013,Total,Male,21,Estimate - de jure,"Final figure, complete",2015,635000,"1,2,4"
Japan,2013,Total,Male,22,Estimate - de jure,"Final figure, complete",2015,630000,"1,2,4"
Japan,2013,Total,Male,23,Estimate - de jure,"Final figure, complete",2015,639000,"1,2,4"
Japan,2013,Total,Male,24,Estimate - de jure,"Final figure, complete",2015,651000,"1,2,4"
Japan,2013,Total,Male,25,Estimate - de jure,"Final figure, complete",2015,668000,"1,2,4"
Japan,2013,Total,Male,25 - 29,Estimate - de jure,"Final figure, complete",2014,3526000,"1,2,4"
Japan,2013,Total,Male,26,Estimate - de jure,"Final figure, complete",2015,681000,"1,2,4"
Japan,2013,Total,Male,27,Estimate - de jure,"Final figure, complete",2015,695000,"1,2,4"
Japan,2013,Total,Male,28,Estimate - de jure,"Final figure, complete",2015,720000,"1,2,4"
Japan,2013,Total,Male,29,Estimate - de jure,"Final figure, complete",2015,742000,"1,2,4"
Japan,2013,Total,Male,30,Estimate - de jure,"Final figure, complete",2015,750000,"1,2,4"
Japan,2013,Total,Male,30 - 34,Estimate - de jure,"Final figure, complete",2014,3890000,"1,2,4"
Japan,2013,Total,Male,31,Estimate - de jure,"Final figure, complete",2015,750000,"1,2,4"
Japan,2013,Total,Male,32,Estimate - de jure,"Final figure, complete",2015,760000,"1,2,4"
Japan,2013,Total,Male,33,Estimate - de jure,"Final figure, complete",2015,793000,"1,2,4"
Japan,2013,Total,Male,34,Estimate - de jure,"Final figure, complete",2015,814000,"1,2,4"
Japan,2013,Total,Male,35,Estimate - de jure,"Final figure, complete",2015,848000,"1,2,4"
Japan,2013,Total,Male,35 - 39,Estimate - de jure,"Final figure, complete",2014,4636000,"1,2,4"
Japan,2013,Total,Male,36,Estimate - de jure,"Final figure, complete",2015,869000,"1,2,4"
Japan,2013,Total,Male,37,Estimate - de jure,"Final figure, complete",2015,913000,"1,2,4"
Japan,2013,Total,Male,38,Estimate - de jure,"Final figure, complete",2015,955000,"1,2,4"
Japan,2013,Total,Male,39,Estimate - de jure,"Final figure, complete",2015,1007000,"1,2,4"
Japan,2013,Total,Male,40,Estimate - de jure,"Final figure, complete",2015,1023000,"1,2,4"
Japan,2013,Total,Male,40 - 44,Estimate - de jure,"Final figure, complete",2014,4860000,"1,2,4"
Japan,2013,Total,Male,41,Estimate - de jure,"Final figure, complete",2015,1006000,"1,2,4"
Japan,2013,Total,Male,42,Estimate - de jure,"Final figure, complete",2015,977000,"1,2,4"
Japan,2013,Total,Male,43,Estimate - de jure,"Final figure, complete",2015,950000,"1,2,4"
Japan,2013,Total,Male,44,Estimate - de jure,"Final figure, complete",2015,932000,"1,2,4"
Japan,2013,Total,Male,45,Estimate - de jure,"Final figure, complete",2015,912000,"1,2,4"
Japan,2013,Total,Male,45 - 49,Estimate - de jure,"Final figure, complete",2014,4188000,"1,2,4"
Japan,2013,Total,Male,46,Estimate - de jure,"Final figure, complete",2015,909000,"1,2,4"
Japan,2013,Total,Male,47,Estimate - de jure,"Final figure, complete",2015,709000,"1,2,4"
Japan,2013,Total,Male,48,Estimate - de jure,"Final figure, complete",2015,877000,"1,2,4"
Japan,2013,Total,Male,49,Estimate - de jure,"Final figure, complete",2015,821000,"1,2,4"
Japan,2013,Total,Male,50,Estimate - de jure,"Final figure, complete",2015,799000,"1,2,4"
Japan,2013,Total,Male,50 - 54,Estimate - de jure,"Final figure, complete",2014,3860000,"1,2,4"
Japan,2013,Total,Male,51,Estimate - de jure,"Final figure, complete",2015,772000,"1,2,4"
Japan,2013,Total,Male,52,Estimate - de jure,"Final figure, complete",2015,759000,"1,2,4"
Japan,2013,Total,Male,53,Estimate - de jure,"Final figure, complete",2015,764000,"1,2,4"
Japan,2013,Total,Male,54,Estimate - de jure,"Final figure, complete",2015,776000,"1,2,4"
Japan,2013,Total,Male,55,Estimate - de jure,"Final figure, complete",2015,753000,"1,2,4"
