Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
Japan,2015,Urban,Male,29,Census - de jure - complete tabulation,"Final figure, complete",2017,633136,1
Japan,2015,Urban,Male,30,Census - de jure - complete tabulation,"Final figure, complete",2017,656341,1
Japan,2015,Urban,Male,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",2017,3407192,1
Japan,2015,Urban,Male,31,Census - de jure - complete tabulation,"Final figure, complete",2017,677513,1
Japan,2015,Urban,Male,32,Census - de jure - complete tabulation,"Final figure, complete",2017,688372,1
Japan,2015,Urban,Male,33,Census - de jure - complete tabulation,"Final figure, complete",2017,687992,1
Japan,2015,Urban,Male,34,Census - de jure - complete tabulation,"Final figure, complete",2017,696974,1
Japan,2015,Urban,Male,35,Census - de jure - complete tabulation,"Final figure, complete",2017,726617,1
Japan,2015,Urban,Male,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",2017,3879376,1
Japan,2015,Urban,Male,36,Census - de jure - complete tabulation,"Final figure, complete",2017,746470,1
Japan,2015,Urban,Male,37,Census - de jure - complete tabulation,"Final figure, complete",2017,775343,1
Japan,2015,Urban,Male,38,Census - de jure - complete tabulation,"Final figure, complete",2017,796270,1
Japan,2015,Urban,Male,39,Census - de jure - complete tabulation,"Final figure, complete",2017,834676,1
Japan,2015,Urban,Male,40,Census - de jure - complete tabulation,"Final figure, complete",2017,871472,1
Japan,2015,Urban,Male,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",2017,4540962,1
Japan,2015,Urban,Male,41,Census - de jure - complete tabulation,"Final figure, complete",2017,920831,1
Japan,2015,Urban,Male,42,Census - de jure - complete tabulation,"Final figure, complete",2017,934977,1
Japan,2015,Urban,Male,43,Census - de jure - complete tabulation,"Final figure, complete",2017,919608,1
Japan,2015,Urban,Male,44,Census - de jure - complete tabulation,"Final figure, complete",2017,894074,1
Japan,2015,Urban,Male,45,Census - de jure - complete tabulation,"Final figure, complete",2017,866895,1
Japan,2015,Urban,Male,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",2017,4026225,1
Japan,2015,Urban,Male,46,Census - de jure - complete tabulation,"Final figure, complete",2017,852895,1
Japan,2015,Urban,Male,47,Census - de jure - complete tabulation,"Final figure, complete",2017,831817,1
Japan,2015,Urban,Male,48,Census - de jure - complete tabulation,"Final figure, complete",2017,829586,1
Japan,2015,Urban,Male,49,Census - de jure - complete tabulation,"Final figure, complete",2017,645032,1
Japan,2015,Urban,Male,50,Census - de jure - complete tabulation,"Final figure, complete",2017,795621,1
Japan,2015,Urban,Male,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",2017,3636156,1
Japan,2015,Urban,Male,51,Census - de jure - complete tabulation,"Final figure, complete",2017,742958,1
Japan,2015,Urban,Male,52,Census - de jure - complete tabulation,"Final figure, complete",2017,721500,1
Japan,2015,Urban,Male,53,Census - de jure - complete tabulation,"Final figure, complete",2017,695037,1
Japan,2015,Urban,Male,54,Census - de jure - complete tabulation,"Final figure, complete",2017,681040,1
Japan,2015,Urban,Male,55,Census - de jure - complete tabulation,"Final figure, complete",2017,681742,1
Japan,2015,Urban,Male,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",2017,3368519,1
Japan,2015,Urban,Male,56,Census - de jure - complete tabulation,"Final figure, complete",2017,691801,1
Japan,2015,Urban,Male,57,Census - de jure - complete tabulation,"Final figure, complete",2017,669077,1
Japan,2015,Urban,Male,58,Census - de jure - complete tabulation,"Final figure, complete",2017,647840,1
Japan,2015,Urban,Male,59,Census - de jure - complete tabulation,"Final figure, complete",2017,678059,1
Japan,2015,Urban,Male,60,Census - de jure - complete tabulation,"Final figure, complete",2017,699559,1
Japan,2015,Urban,Male,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",2017,3722143,1
Japan,2015,Urban,Male,61,Census - de jure - complete tabulation,"Final figure, complete",2017,695527,1
Japan,2015,Urban,Male,62,Census - de jure - complete tabulation,"Final figure, complete",2017,734498,1
Japan,2015,Urban,Male,63,Census - de jure - complete tabulation,"Final figure, complete",2017,775018,1
Japan,2015,Urban,Male,64,Census - de jure - complete tabulation,"Final figure, complete",2017,817541,1
Japan,2015,Urban,Male,65,Census - de jure - complete tabulation,"Final figure, complete",2017,873626,1
Japan,2015,Urban,Male,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",2017,4203013,1
Japan,2015,Urban,Male,66,Census - de jure - complete tabulation,"Final figure, complete",2017,953733,1
Japan,2015,Urban,Male,67,Census - de jure - complete tabulation,"Final figure, complete",2017,938641,1
Japan,2015,Urban,Male,68,Census - de jure - complete tabulation,"Final figure, complete",2017,888887,1
Japan,2015,Urban,Male,69,Census - de jure - complete tabulation,"Final figure, complete",2017,548126,1
Japan,2015,Urban,Male,70,Census - de jure - complete tabulation,"Final figure, complete",2017,577301,1
Japan,2015,Urban,Male,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",2017,3247479,1
Japan,2015,Urban,Male,71,Census - de jure - complete tabulation,"Final figure, complete",2017,694360,1
Japan,2015,Urban,Male,72,Census - de jure - complete tabulation,"Final figure, complete",2017,663745,1
Japan,2015,Urban,Male,73,Census - de jure - complete tabulation,"Final figure, complete",2017,671018,1
Japan,2015,Urban,Male,74,Census - de jure - complete tabulation,"Final figure, complete",2017,641055,1
Japan,2015,Urban,Male,75,Census - de jure - complete tabulation,"Final figure, complete",2017,568215,1
Japan,2015,Urban,Male,75 - 79,Census - de jure - complete tabulation,"Final figure, complete",2017,2511652,1
Japan,2015,Urban,Male,76,Census - de jure - complete tabulation,"Final figure, complete",2017,481534,1
Japan,2015,Urban,Male,77,Census - de jure - complete tabulation,"Final figure, complete",2017,495708,1
Japan,2015,Urban,Male,78,Census - de jure - complete tabulation,"Final figure, complete",2017,492550,1
Japan,2015,Urban,Male,79,Census - de jure - complete tabulation,"Final figure, complete",2017,473645,1
Japan,2015,Urban,Male,80,Census - de jure - complete tabulation,"Final figure, complete",2017,428756,1
Japan,2015,Urban,Male,80 - 84,Census - de jure - complete tabulation,"Final figure, complete",2017,1779702,1
Japan,2015,Urban,Male,81,Census - de jure - complete tabulation,"Final figure, complete",2017,382272,1
Japan,2015,Urban,Male,82,Census - de jure - complete tabulation,"Final figure, complete",2017,357478,1
Japan,2015,Urban,Male,83,Census - de jure - complete tabulation,"Final figure, complete",2017,324481,1
Japan,2015,Urban,Male,84,Census - de jure - complete tabulation,"Final figure, complete",2017,286715,1
Japan,2015,Urban,Male,85,Census - de jure - complete tabulation,"Final figure, complete",2017,245580,1
Japan,2015,Urban,Male,85 - 89,Census - de jure - complete tabulation,"Final figure, complete",2017,932310,1
Japan,2015,Urban,Male,86,Census - de jure - complete tabulation,"Final figure, complete",2017,214688,1
Japan,2015,Urban,Male,87,Census - de jure - complete tabulation,"Final figure, complete",2017,185488,1
Japan,2015,Urban,Male,88,Census - de jure - complete tabulation,"Final figure, complete",2017,156679,1
Japan,2015,Urban,Male,89,Census - de jure - complete tabulation,"Final figure, complete",2017,129875,1
Japan,2015,Urban,Male,90,Census - de jure - complete tabulation,"Final figure, complete",2017,100018,1
Japan,2015,Urban,Male,90 - 94,Census - de jure - complete tabulation,"Final figure, complete",2017,292810,1
Japan,2015,Urban,Male,91,Census - de jure - complete tabulation,"Final figure, complete",2017,73706,1
Japan,2015,Urban,Male,92,Census - de jure - complete tabulation,"Final figure, complete",2017,53304,1
Japan,2015,Urban,Male,93,Census - de jure - complete tabulation,"Final figure, complete",2017,37977,1
Japan,2015,Urban,Male,94,Census - de jure - complete tabulation,"Final figure, complete",2017,27805,1
Japan,2015,Urban,Male,95,Census - de jure - complete tabulation,"Final figure, complete",2017,21770,1
Japan,2015,Urban,Male,95 - 99,Census - de jure - complete tabulation,"Final figure, complete",2017,55450,1
Japan,2015,Urban,Male,96,Census - de jure - complete tabulation,"Final figure, complete",2017,13033,1
Japan,2015,Urban,Male,97,Census - de jure - complete tabulation,"Final figure, complete",2017,9491,1
Japan,2015,Urban,Male,98,Census - de jure - complete tabulation,"Final figure, complete",2017,6594,1
Japan,2015,Urban,Male,99,Census - de jure - complete tabulation,"Final figure, complete",2017,4562,1
Japan,2015,Urban,Male,100 +,Census - de jure - complete tabulation,"Final figure, complete",2017,7351,1
Japan,2015,Urban,Male,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,806212,1
Japan,2015,Urban,Female,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,59605083,1
Japan,2015,Urban,Female,0,Census - de jure - complete tabulation,"Final figure, complete",2017,432770,1
Japan,2015,Urban,Female,0 - 4,Census - de jure - complete tabulation,"Final figure, complete",2017,2240402,1
Japan,2015,Urban,Female,1,Census - de jure - complete tabulation,"Final figure, complete",2017,436087,1
Japan,2015,Urban,Female,2,Census - de jure - complete tabulation,"Final figure, complete",2017,452638,1
Japan,2015,Urban,Female,3,Census - de jure - complete tabulation,"Final figure, complete",2017,454085,1
Japan,2015,Urban,Female,4,Census - de jure - complete tabulation,"Final figure, complete",2017,464822,1
Japan,2015,Urban,Female,5,Census - de jure - complete tabulation,"Final figure, complete",2017,465604,1
Japan,2015,Urban,Female,9-May,Census - de jure - complete tabulation,"Final figure, complete",2017,2362212,1
Japan,2015,Urban,Female,6,Census - de jure - complete tabulation,"Final figure, complete",2017,470578,1
Japan,2015,Urban,Female,7,Census - de jure - complete tabulation,"Final figure, complete",2017,479381,1
Japan,2015,Urban,Female,8,Census - de jure - complete tabulation,"Final figure, complete",2017,474943,1
Japan,2015,Urban,Female,9,Census - de jure - complete tabulation,"Final figure, complete",2017,471706,1
Japan,2015,Urban,Female,10,Census - de jure - complete tabulation,"Final figure, complete",2017,472019,1
Japan,2015,Urban,Female,14-Oct,Census - de jure - complete tabulation,"Final figure, complete",2017,2486883,1
Japan,2015,Urban,Female,11,Census - de jure - complete tabulation,"Final figure, complete",2017,489232,1
Japan,2015,Urban,Female,12,Census - de jure - complete tabulation,"Final figure, complete",2017,496708,1
Japan,2015,Urban,Female,13,Census - de jure - complete tabulation,"Final figure, complete",2017,511192,1
Japan,2015,Urban,Female,14,Census - de jure - complete tabulation,"Final figure, complete",2017,517732,1
Japan,2015,Urban,Female,15,Census - de jure - complete tabulation,"Final figure, complete",2017,528950,1
Japan,2015,Urban,Female,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",2017,2682930,1
Japan,2015,Urban,Female,16,Census - de jure - complete tabulation,"Final figure, complete",2017,530868,1
Japan,2015,Urban,Female,17,Census - de jure - complete tabulation,"Final figure, complete",2017,538256,1
Japan,2015,Urban,Female,18,Census - de jure - complete tabulation,"Final figure, complete",2017,542442,1
Japan,2015,Urban,Female,19,Census - de jure - complete tabulation,"Final figure, complete",2017,542414,1
Japan,2015,Urban,Female,20,Census - de jure - complete tabulation,"Final figure, complete",2017,550885,1
Japan,2015,Urban,Female,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",2017,2722766,1
Japan,2015,Urban,Female,21,Census - de jure - complete tabulation,"Final figure, complete",2017,547320,1
Japan,2015,Urban,Female,22,Census - de jure - complete tabulation,"Final figure, complete",2017,536623,1
Japan,2015,Urban,Female,23,Census - de jure - complete tabulation,"Final figure, complete",2017,544254,1
Japan,2015,Urban,Female,24,Census - de jure - complete tabulation,"Final figure, complete",2017,543684,1
Japan,2015,Urban,Female,25,Census - de jure - complete tabulation,"Final figure, complete",2017,555068,1
Japan,2015,Urban,Female,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",2017,2931536,1
Japan,2015,Urban,Female,26,Census - de jure - complete tabulation,"Final figure, complete",2017,568707,1
Japan,2015,Urban,Female,27,Census - de jure - complete tabulation,"Final figure, complete",2017,587231,1
Japan,2015,Urban,Female,28,Census - de jure - complete tabulation,"Final figure, complete",2017,604954,1
Japan,2015,Urban,Female,29,Census - de jure - complete tabulation,"Final figure, complete",2017,615576,1
Japan,2015,Urban,Female,30,Census - de jure - complete tabulation,"Final figure, complete",2017,642787,1
Japan,2015,Urban,Female,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",2017,3341746,1
Japan,2015,Urban,Female,31,Census - de jure - complete tabulation,"Final figure, complete",2017,664817,1
Japan,2015,Urban,Female,32,Census - de jure - complete tabulation,"Final figure, complete",2017,674239,1
Japan,2015,Urban,Female,33,Census - de jure - complete tabulation,"Final figure, complete",2017,676589,1
Japan,2015,Urban,Female,34,Census - de jure - complete tabulation,"Final figure, complete",2017,683314,1
Japan,2015,Urban,Female,35,Census - de jure - complete tabulation,"Final figure, complete",2017,712869,1
Japan,2015,Urban,Female,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",2017,3802638,1
Japan,2015,Urban,Female,36,Census - de jure - complete tabulation,"Final figure, complete",2017,731703,1
Japan,2015,Urban,Female,37,Census - de jure - complete tabulation,"Final figure, complete",2017,760359,1
Japan,2015,Urban,Female,38,Census - de jure - complete tabulation,"Final figure, complete",2017,780222,1
Japan,2015,Urban,Female,39,Census - de jure - complete tabulation,"Final figure, complete",2017,817485,1
Japan,2015,Urban,Female,40,Census - de jure - complete tabulation,"Final figure, complete",2017,854574,1
Japan,2015,Urban,Female,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",2017,4461210,1
Japan,2015,Urban,Female,41,Census - de jure - complete tabulation,"Final figure, complete",2017,901111,1
Japan,2015,Urban,Female,42,Census - de jure - complete tabulation,"Final figure, complete",2017,921570,1
Japan,2015,Urban,Female,43,Census - de jure - complete tabulation,"Final figure, complete",2017,903132,1
Japan,2015,Urban,Female,44,Census - de jure - complete tabulation,"Final figure, complete",2017,880823,1
Japan,2015,Urban,Female,45,Census - de jure - complete tabulation,"Final figure, complete",2017,854150,1
Japan,2015,Urban,Female,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",2017,3982038,1
Japan,2015,Urban,Female,46,Census - de jure - complete tabulation,"Final figure, complete",2017,841931,1
Japan,2015,Urban,Female,47,Census - de jure - complete tabulation,"Final figure, complete",2017,823224,1
Japan,2015,Urban,Female,48,Census - de jure - complete tabulation,"Final figure, complete",2017,820104,1
Japan,2015,Urban,Female,49,Census - de jure - complete tabulation,"Final figure, complete",2017,642629,1
Japan,2015,Urban,Female,50,Census - de jure - complete tabulation,"Final figure, complete",2017,791538,1
Japan,2015,Urban,Female,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",2017,3630670,1
Japan,2015,Urban,Female,51,Census - de jure - complete tabulation,"Final figure, complete",2017,739559,1
Japan,2015,Urban,Female,52,Census - de jure - complete tabulation,"Final figure, complete",2017,720620,1
Japan,2015,Urban,Female,53,Census - de jure - complete tabulation,"Final figure, complete",2017,695961,1
Japan,2015,Urban,Female,54,Census - de jure - complete tabulation,"Final figure, complete",2017,682992,1
Japan,2015,Urban,Female,55,Census - de jure - complete tabulation,"Final figure, complete",2017,688424,1
Japan,2015,Urban,Female,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",2017,3422729,1
Japan,2015,Urban,Female,56,Census - de jure - complete tabulation,"Final figure, complete",2017,698772,1
Japan,2015,Urban,Female,57,Census - de jure - complete tabulation,"Final figure, complete",2017,680128,1
Japan,2015,Urban,Female,58,Census - de jure - complete tabulation,"Final figure, complete",2017,660824,1
Japan,2015,Urban,Female,59,Census - de jure - complete tabulation,"Final figure, complete",2017,694581,1
Japan,2015,Urban,Female,60,Census - de jure - complete tabulation,"Final figure, complete",2017,716161,1
Japan,2015,Urban,Female,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",2017,3871528,1
Japan,2015,Urban,Female,61,Census - de jure - complete tabulation,"Final figure, complete",2017,717942,1
Japan,2015,Urban,Female,62,Census - de jure - complete tabulation,"Final figure, complete",2017,765376,1
Japan,2015,Urban,Female,63,Census - de jure - complete tabulation,"Final figure, complete",2017,811951,1
Japan,2015,Urban,Female,64,Census - de jure - complete tabulation,"Final figure, complete",2017,860098,1
Japan,2015,Urban,Female,65,Census - de jure - complete tabulation,"Final figure, complete",2017,926741,1
Japan,2015,Urban,Female,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",2017,4516900,1
Japan,2015,Urban,Female,66,Census - de jure - complete tabulation,"Final figure, complete",2017,1018435,1
Japan,2015,Urban,Female,67,Census - de jure - complete tabulation,"Final figure, complete",2017,1010965,1
Japan,2015,Urban,Female,68,Census - de jure - complete tabulation,"Final figure, complete",2017,958890,1
Japan,2015,Urban,Female,69,Census - de jure - complete tabulation,"Final figure, complete",2017,601869,1
Japan,2015,Urban,Female,70,Census - de jure - complete tabulation,"Final figure, complete",2017,649790,1
Japan,2015,Urban,Female,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",2017,3735611,1
Japan,2015,Urban,Female,71,Census - de jure - complete tabulation,"Final figure, complete",2017,789560,1
Japan,2015,Urban,Female,72,Census - de jure - complete tabulation,"Final figure, complete",2017,761618,1
Japan,2015,Urban,Female,73,Census - de jure - complete tabulation,"Final figure, complete",2017,780534,1
Japan,2015,Urban,Female,74,Census - de jure - complete tabulation,"Final figure, complete",2017,754109,1
Japan,2015,Urban,Female,75,Census - de jure - complete tabulation,"Final figure, complete",2017,679698,1
Japan,2015,Urban,Female,75 - 79,Census - de jure - complete tabulation,"Final figure, complete",2017,3143159,1
Japan,2015,Urban,Female,76,Census - de jure - complete tabulation,"Final figure, complete",2017,586644,1
Japan,2015,Urban,Female,77,Census - de jure - complete tabulation,"Final figure, complete",2017,621576,1
Japan,2015,Urban,Female,78,Census - de jure - complete tabulation,"Final figure, complete",2017,631180,1
Japan,2015,Urban,Female,79,Census - de jure - complete tabulation,"Final figure, complete",2017,624061,1
Japan,2015,Urban,Female,80,Census - de jure - complete tabulation,"Final figure, complete",2017,587316,1
Japan,2015,Urban,Female,80 - 84,Census - de jure - complete tabulation,"Final figure, complete",2017,2646138,1
Japan,2015,Urban,Female,81,Census - de jure - complete tabulation,"Final figure, complete",2017,545435,1
Japan,2015,Urban,Female,82,Census - de jure - complete tabulation,"Final figure, complete",2017,536014,1
Japan,2015,Urban,Female,83,Census - de jure - complete tabulation,"Final figure, complete",2017,505231,1
Japan,2015,Urban,Female,84,Census - de jure - complete tabulation,"Final figure, complete",2017,472142,1
Japan,2015,Urban,Female,85,Census - de jure - complete tabulation,"Final figure, complete",2017,427356,1
Japan,2015,Urban,Female,85 - 89,Census - de jure - complete tabulation,"Final figure, complete",2017,1817014,1
Japan,2015,Urban,Female,86,Census - de jure - complete tabulation,"Final figure, complete",2017,399440,1
Japan,2015,Urban,Female,87,Census - de jure - complete tabulation,"Final figure, complete",2017,365033,1
Japan,2015,Urban,Female,88,Census - de jure - complete tabulation,"Final figure, complete",2017,328906,1
Japan,2015,Urban,Female,89,Census - de jure - complete tabulation,"Final figure, complete",2017,296279,1
Japan,2015,Urban,Female,90,Census - de jure - complete tabulation,"Final figure, complete",2017,253674,1
Japan,2015,Urban,Female,90 - 94,Census - de jure - complete tabulation,"Final figure, complete",2017,890404,1
Japan,2015,Urban,Female,91,Census - de jure - complete tabulation,"Final figure, complete",2017,208633,1
Japan,2015,Urban,Female,92,Census - de jure - complete tabulation,"Final figure, complete",2017,177177,1
Japan,2015,Urban,Female,93,Census - de jure - complete tabulation,"Final figure, complete",2017,139814,1
Japan,2015,Urban,Female,94,Census - de jure - complete tabulation,"Final figure, complete",2017,111106,1
Japan,2015,Urban,Female,95,Census - de jure - complete tabulation,"Final figure, complete",2017,93399,1
Japan,2015,Urban,Female,95 - 99,Census - de jure - complete tabulation,"Final figure, complete",2017,259391,1
Japan,2015,Urban,Female,96,Census - de jure - complete tabulation,"Final figure, complete",2017,58968,1
Japan,2015,Urban,Female,97,Census - de jure - complete tabulation,"Final figure, complete",2017,46486,1
Japan,2015,Urban,Female,98,Census - de jure - complete tabulation,"Final figure, complete",2017,34833,1
Japan,2015,Urban,Female,99,Census - de jure - complete tabulation,"Final figure, complete",2017,25705,1
Japan,2015,Urban,Female,100 +,Census - de jure - complete tabulation,"Final figure, complete",2017,46680,1
Japan,2015,Urban,Female,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2017,610498,1
Japan,2015,Rural,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2017,10957513,1
Japan,2015,Rural,Both Sexes,0,Census - de jure - complete tabulation,"Final figure, complete",2017,73299,1
Japan,2015,Rural,Both Sexes,0 - 4,Census - de jure - complete tabulation,"Final figure, complete",2017,402659,1
Japan,2015,Rural,Both Sexes,1,Census - de jure - complete tabulation,"Final figure, complete",2017,76899,1
Japan,2015,Rural,Both Sexes,2,Census - de jure - complete tabulation,"Final figure, complete",2017,81386,1
Japan,2015,Rural,Both Sexes,3,Census - de jure - complete tabulation,"Final figure, complete",2017,83805,1
Japan,2015,Rural,Both Sexes,4,Census - de jure - complete tabulation,"Final figure, complete",2017,87270,1
Japan,2015,Rural,Both Sexes,5,Census - de jure - complete tabulation,"Final figure, complete",2017,88542,1
Japan,2015,Rural,Both Sexes,9-May,Census - de jure - complete tabulation,"Final figure, complete",2017,457472,1
Japan,2015,Rural,Both Sexes,6,Census - de jure - complete tabulation,"Final figure, complete",2017,89941,1
Japan,2015,Rural,Both Sexes,7,Census - de jure - complete tabulation,"Final figure, complete",2017,92528,1
Japan,2015,Rural,Both Sexes,8,Census - de jure - complete tabulation,"Final figure, complete",2017,93129,1
Japan,2015,Rural,Both Sexes,9,Census - de jure - complete tabulation,"Final figure, complete",2017,93332,1
Japan,2015,Rural,Both Sexes,10,Census - de jure - complete tabulation,"Final figure, complete",2017,93940,1
Japan,2015,Rural,Both Sexes,14-Oct,Census - de jure - complete tabulation,"Final figure, complete",2017,501273,1
Japan,2015,Rural,Both Sexes,11,Census - de jure - complete tabulation,"Final figure, complete",2017,97958,1
Japan,2015,Rural,Both Sexes,12,Census - de jure - complete tabulation,"Final figure, complete",2017,99921,1
Japan,2015,Rural,Both Sexes,13,Census - de jure - complete tabulation,"Final figure, complete",2017,103816,1
Japan,2015,Rural,Both Sexes,14,Census - de jure - complete tabulation,"Final figure, complete",2017,105638,1
Japan,2015,Rural,Both Sexes,15,Census - de jure - complete tabulation,"Final figure, complete",2017,106226,1
Japan,2015,Rural,Both Sexes,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",2017,496151,1
Japan,2015,Rural,Both Sexes,16,Census - de jure - complete tabulation,"Final figure, complete",2017,105257,1
Japan,2015,Rural,Both Sexes,17,Census - de jure - complete tabulation,"Final figure, complete",2017,107034,1
Japan,2015,Rural,Both Sexes,18,Census - de jure - complete tabulation,"Final figure, complete",2017,95385,1
Japan,2015,Rural,Both Sexes,19,Census - de jure - complete tabulation,"Final figure, complete",2017,82249,1
Japan,2015,Rural,Both Sexes,20,Census - de jure - complete tabulation,"Final figure, complete",2017,82272,1
Japan,2015,Rural,Both Sexes,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",2017,411065,1
Japan,2015,Rural,Both Sexes,21,Census - de jure - complete tabulation,"Final figure, complete",2017,81063,1
Japan,2015,Rural,Both Sexes,22,Census - de jure - complete tabulation,"Final figure, complete",2017,80807,1
Japan,2015,Rural,Both Sexes,23,Census - de jure - complete tabulation,"Final figure, complete",2017,83084,1
Japan,2015,Rural,Both Sexes,24,Census - de jure - complete tabulation,"Final figure, complete",2017,83839,1
Japan,2015,Rural,Both Sexes,25,Census - de jure - complete tabulation,"Final figure, complete",2017,86119,1
Japan,2015,Rural,Both Sexes,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",2017,461991,1
Japan,2015,Rural,Both Sexes,26,Census - de jure - complete tabulation,"Final figure, complete",2017,89230,1
Japan,2015,Rural,Both Sexes,27,Census - de jure - complete tabulation,"Final figure, complete",2017,92535,1
Japan,2015,Rural,Both Sexes,28,Census - de jure - complete tabulation,"Final figure, complete",2017,95570,1
Japan,2015,Rural,Both Sexes,29,Census - de jure - complete tabulation,"Final figure, complete",2017,98537,1
Japan,2015,Rural,Both Sexes,30,Census - de jure - complete tabulation,"Final figure, complete",2017,102941,1
Japan,2015,Rural,Both Sexes,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",2017,541940,1
Japan,2015,Rural,Both Sexes,31,Census - de jure - complete tabulation,"Final figure, complete",2017,106604,1
Japan,2015,Rural,Both Sexes,32,Census - de jure - complete tabulation,"Final figure, complete",2017,109220,1
Japan,2015,Rural,Both Sexes,33,Census - de jure - complete tabulation,"Final figure, complete",2017,110760,1
Japan,2015,Rural,Both Sexes,34,Census - de jure - complete tabulation,"Final figure, complete",2017,112415,1
Japan,2015,Rural,Both Sexes,35,Census - de jure - complete tabulation,"Final figure, complete",2017,118363,1
Japan,2015,Rural,Both Sexes,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",2017,634143,1
Japan,2015,Rural,Both Sexes,36,Census - de jure - complete tabulation,"Final figure, complete",2017,121145,1
Japan,2015,Rural,Both Sexes,37,Census - de jure - complete tabulation,"Final figure, complete",2017,126911,1
Japan,2015,Rural,Both Sexes,38,Census - de jure - complete tabulation,"Final figure, complete",2017,130560,1
Japan,2015,Rural,Both Sexes,39,Census - de jure - complete tabulation,"Final figure, complete",2017,137164,1
Japan,2015,Rural,Both Sexes,40,Census - de jure - complete tabulation,"Final figure, complete",2017,142190,1
Japan,2015,Rural,Both Sexes,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",2017,730046,1
Japan,2015,Rural,Both Sexes,41,Census - de jure - complete tabulation,"Final figure, complete",2017,149772,1
Japan,2015,Rural,Both Sexes,42,Census - de jure - complete tabulation,"Final figure, complete",2017,149344,1
Japan,2015,Rural,Both Sexes,43,Census - de jure - complete tabulation,"Final figure, complete",2017,146734,1
Japan,2015,Rural,Both Sexes,44,Census - de jure - complete tabulation,"Final figure, complete",2017,142006,1
Japan,2015,Rural,Both Sexes,45,Census - de jure - complete tabulation,"Final figure, complete",2017,138234,1
Japan,2015,Rural,Both Sexes,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",2017,654541,1
Japan,2015,Rural,Both Sexes,46,Census - de jure - complete tabulation,"Final figure, complete",2017,135708,1
Japan,2015,Rural,Both Sexes,47,Census - de jure - complete tabulation,"Final figure, complete",2017,135034,1
Japan,2015,Rural,Both Sexes,48,Census - de jure - complete tabulation,"Final figure, complete",2017,137117,1
Japan,2015,Rural,Both Sexes,49,Census - de jure - complete tabulation,"Final figure, complete",2017,108448,1
Japan,2015,Rural,Both Sexes,50,Census - de jure - complete tabulation,"Final figure, complete",2017,136079,1
Japan,2015,Rural,Both Sexes,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",2017,663470,1
Japan,2015,Rural,Both Sexes,51,Census - de jure - complete tabulation,"Final figure, complete",2017,131814,1
Japan,2015,Rural,Both Sexes,52,Census - de jure - complete tabulation,"Final figure, complete",2017,131411,1
Japan,2015,Rural,Both Sexes,53,Census - de jure - complete tabulation,"Final figure, complete",2017,130406,1
Japan,2015,Rural,Both Sexes,54,Census - de jure - complete tabulation,"Final figure, complete",2017,133760,1
Japan,2015,Rural,Both Sexes,55,Census - de jure - complete tabulation,"Final figure, complete",2017,137703,1
Japan,2015,Rural,Both Sexes,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",2017,723998,1
Japan,2015,Rural,Both Sexes,56,Census - de jure - complete tabulation,"Final figure, complete",2017,145379,1
Japan,2015,Rural,Both Sexes,57,Census - de jure - complete tabulation,"Final figure, complete",2017,144832,1
Japan,2015,Rural,Both Sexes,58,Census - de jure - complete tabulation,"Final figure, complete",2017,143292,1
Japan,2015,Rural,Both Sexes,59,Census - de jure - complete tabulation,"Final figure, complete",2017,152792,1
Japan,2015,Rural,Both Sexes,60,Census - de jure - complete tabulation,"Final figure, complete",2017,160253,1
Japan,2015,Rural,Both Sexes,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",2017,861339,1
